fiscal_year,Customer,SubCustomer,CanadaSector,obligatedAmount,numberOfActions,NumberOfContracts
2014,Defense,DLA,NULL,783125.6100,17,18
2014,Defense,DLA,Land,13448969.0200,454,377
2014,Defense,Navy,C4ISR,65794675.3600,315,239
2014,Defense,Navy,Other Services,828949.1100,13,9
2014,Defense,Other DoD,Other Products,118530.3600,12,9
2014,Defense,Other DoD,Sea,3514800.0000,6,6
2014,DHS,CBP,"Other Facilities, Construction, Manufacturing and Testing",125079.5700,7,6
2014,DHS,COAST GUARD,"Weapons, Ammunition and Missiles",20009.0000,1,1
2014,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",7738484.8300,355,372
2014,HHS,HHS,C4ISR,1563245.5800,37,36
2014,HHS,HHS,Other Services,20029418.2600,17,13
2014,NASA,NASA,Other Services,73907.7400,5,3
2014,Other Agencies,NULL,C4ISR,300780.3100,2,1
2014,Other Agencies,Agriculture,Other Products,2506915.8700,10,9
2014,Other Agencies,Archives,"Other Facilities, Construction, Manufacturing and Testing",110341.7000,2,2
2014,Other Agencies,BROADCASTING BOARD OF GOVERNORS,"Other Facilities, Construction, Manufacturing and Testing",17950.0000,2,2
2014,Other Agencies,Commerce,"Other Facilities, Construction, Manufacturing and Testing",3211446.0400,47,44
2014,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,C4ISR,92170.0000,1,2
2014,Other Agencies,EPA,"Other Facilities, Construction, Manufacturing and Testing",1017721.8500,15,15
2014,Other Agencies,Interior,"Weapons, Ammunition and Missiles",5787.1800,5,4
2014,Other Agencies,Justice,Other R&D and Knowledge Based,1071986.3200,13,11
2014,Other Agencies,Labor,"Other Facilities, Construction, Manufacturing and Testing",26737.4400,3,3
2014,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,C4ISR,20670.3800,4,3
2014,Other Agencies,Treasury,"Other Facilities, Construction, Manufacturing and Testing",389486.4200,35,30
2014,State and IAP,MILLENNIUM CHALLENGE CORPORATION,"Other Facilities, Construction, Manufacturing and Testing",1061425.3300,9,7
2015,Defense,Air Force,Other Products,172674.9000,6,6
2015,Defense,Army,Air,1275169.6700,25,19
2015,Defense,Army,Other Products,20351831.8200,45,36
2015,Defense,DLA,Air,20809446.0900,545,472
2015,Defense,DLA,Other Products,15609118.9800,975,930
2015,Defense,MilitaryHealth,"Other Facilities, Construction, Manufacturing and Testing",37586.0000,2,2
2015,DHS,CBP,Air,45190.0000,1,1
2015,DHS,CBP,"Weapons, Ammunition and Missiles",12735.0200,1,1
2014,Defense,Air Force,C4ISR,15508261.8700,88,73
2014,Defense,Air Force,"Other Facilities, Construction, Manufacturing and Testing",1576840.4800,70,47
2014,Defense,Air Force,Other Services,143800.0000,7,3
2014,Defense,Army,C4ISR,14975687.4000,230,158
2014,Defense,DLA,C4ISR,9124593.6800,255,213
2014,Defense,Navy,Air,37891416.9800,156,127
2014,Defense,Other DoD,Other R&D and Knowledge Based,-200175.9900,36,30
2014,Defense,Other DoD,Other Services,44877.8500,6,2
2014,DHS,Other DHS,"Other Facilities, Construction, Manufacturing and Testing",319283.9600,10,10
2014,Energy,Energy,Other Products,14516.0000,3,2
2014,GSA,GSA,Land,53750.0000,1,4
2014,HHS,HHS,NULL,0.0000,1,1
2014,HHS,HHS,Other Products,4718930.6000,35,30
2014,NASA,NASA,Other Products,49336.6900,4,3
2014,Other Agencies,Agriculture,Other Services,212077.9500,8,8
2014,Other Agencies,All other Customers,"Other Facilities, Construction, Manufacturing and Testing",262991.7600,7,7
2014,Other Agencies,Comptroller,Other R&D and Knowledge Based,103512.7400,0,1
2014,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,C4ISR,96393.8200,1,1
2014,Other Agencies,FEDERAL ELECTION COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",670.0000,1,1
2014,Other Agencies,Interior,Other Products,378690.3600,25,18
2014,Other Agencies,Justice,"Other Facilities, Construction, Manufacturing and Testing",10991490.2300,339,338
2014,Other Agencies,Transportation,C4ISR,1802035.3200,26,26
2014,Other Agencies,Transportation,"Other Facilities, Construction, Manufacturing and Testing",1045561.8300,9,8
2014,Other Agencies,Treasury,Other Products,25946915.7500,54,46
2014,Other Agencies,Treasury,Other R&D and Knowledge Based,131560.0000,4,2
2014,State and IAP,State,C4ISR,2921277.6400,94,77
2015,Defense,Air Force,"Weapons, Ammunition and Missiles",100000.0000,1,1
2015,Defense,Navy,Other Products,902527.0600,42,32
2015,Defense,Other DoD,Other Services,99143.6300,5,4
2015,DHS,FEMA,"Other Facilities, Construction, Manufacturing and Testing",1897.0800,2,2
2015,DHS,Other DHS,"Other Facilities, Construction, Manufacturing and Testing",1029592.0600,55,47
2015,Energy,Energy,Other Products,154230.0000,2,2
2015,Energy,Energy,Other R&D and Knowledge Based,17217.7200,1,1
2015,GSA,GSA,Land,0.0000,0,2
2015,HHS,HHS,Other Products,3941421.7200,33,30
2015,NASA,NASA,Other Products,5457.5800,2,2
2015,Other Agencies,Agriculture,C4ISR,4082367.7100,107,99
2015,Other Agencies,Agriculture,Other Services,59127.1500,7,7
2015,Other Agencies,Comptroller,Other R&D and Knowledge Based,113864.0200,0,1
2015,Other Agencies,Interior,Other Products,595196.9400,23,18
2015,Other Agencies,Interior,Other R&D and Knowledge Based,1346528.0600,54,44
2015,Other Agencies,Justice,"Other Facilities, Construction, Manufacturing and Testing",7880476.0400,237,236
2015,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,C4ISR,20497.0000,3,3
2015,Other Agencies,Transportation,Air,10547294.0000,6,5
2013,Other Agencies,Exec Office,C4ISR,38435.2100,4,3
2013,Other Agencies,Interior,"Other Facilities, Construction, Manufacturing and Testing",3902122.3600,114,94
2013,Other Agencies,Interior,Sea,697661.8300,30,11
2013,Other Agencies,Justice,Air,189667.7000,NULL,2
2013,Other Agencies,Labor,C4ISR,41299.4400,4,3
2013,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other R&D and Knowledge Based,-73932.9900,12,8
2013,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,685798.6000,14,13
2013,Other Agencies,Transportation,Air,85733.4000,2,2
2013,Other Agencies,Transportation,Other Services,50000.0000,1,1
2013,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",2912656.8300,100,96
2013,State and IAP,State,Other R&D and Knowledge Based,5638298.4200,73,56
2013,State and IAP,USAID,Other Services,-838166.0000,2,2
2014,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",20099055.3500,393,133
2014,Defense,Army,Other R&D and Knowledge Based,13407479.8800,73,33
2014,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",12738391.2200,134,124
2014,Defense,DLA,Sea,5271039.2200,139,119
2014,Defense,Navy,Other Products,2585324.7900,59,49
2014,DHS,CBP,NULL,0.0000,1,1
2014,DHS,COAST GUARD,Other Products,1355404.2000,63,62
2014,DHS,OPO,C4ISR,6248.0000,4,4
2014,DHS,Other DHS,C4ISR,783318.3900,12,12
2014,DHS,Other DHS,Other Products,3173.5000,1,1
2014,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",142659.0400,344,118
2014,Other Agencies,Agriculture,"Weapons, Ammunition and Missiles",69977.6000,4,4
2014,Other Agencies,Commerce,Other R&D and Knowledge Based,35784.1800,23,20
2014,Other Agencies,Comptroller,C4ISR,275432.0000,1,1
2014,Other Agencies,EPA,Other R&D and Knowledge Based,691973.1200,35,28
2014,Other Agencies,Interior,Air,4732523.3500,12,5
2014,Other Agencies,Labor,Other R&D and Knowledge Based,19560.5000,8,4
2014,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,C4ISR,3047.1200,1,1
2014,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,Other R&D and Knowledge Based,24880.4200,1,1
2014,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other R&D and Knowledge Based,50784.0000,4,2
2014,Other Agencies,RAILROAD RETIREMENT BOARD,C4ISR,213009.7500,3,1
2014,Other Agencies,Treasury,C4ISR,1481886.0400,22,18
2015,Defense,Air Force,C4ISR,12195401.8900,49,43
2015,Defense,Navy,Other R&D and Knowledge Based,2025251.0500,33,23
2015,Defense,Navy,"Weapons, Ammunition and Missiles",8078265.8500,14,12
2015,DHS,CBP,Sea,7449.7500,2,1
2015,DHS,COAST GUARD,Other R&D and Knowledge Based,-935.6400,3,3
2015,DHS,COAST GUARD,Other Services,89949.3000,6,1
2015,DHS,ICE,Land,6314.0000,2,1
2015,DHS,Other DHS,"Weapons, Ammunition and Missiles",323763.8600,6,6
2015,Energy,Energy,C4ISR,684236.3500,24,21
2015,Energy,Energy,Land,10185.0000,1,1
2015,GSA,GSA,Sea,0.0000,0,2
2015,HHS,HHS,Other R&D and Knowledge Based,4556961.7600,47,42
2015,DHS,COAST GUARD,"Other Facilities, Construction, Manufacturing and Testing",329459.2100,30,29
2015,DHS,COAST GUARD,Sea,5138080.0400,205,150
2015,DHS,OPO,Other R&D and Knowledge Based,75900.0000,3,2
2015,DHS,TSA,C4ISR,-650.0000,2,2
2015,Energy,Energy,"Other Facilities, Construction, Manufacturing and Testing",75067.3800,5,4
2015,GSA,GSA,C4ISR,666000.0000,1,28
2015,GSA,GSA,Other Services,0.0000,0,1
2015,Other Agencies,Agriculture,Land,228846.0000,7,6
2015,Other Agencies,Agriculture,Other R&D and Knowledge Based,8475403.5300,17,13
2015,Other Agencies,BROADCASTING BOARD OF GOVERNORS,C4ISR,27984.0000,2,2
2015,Other Agencies,Commerce,Air,1081654.1500,10,5
2015,Other Agencies,Commerce,C4ISR,1847048.5300,62,56
2015,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",21392.9500,1,1
2015,Other Agencies,Education,C4ISR,84718.8500,3,3
2015,Other Agencies,EPA,C4ISR,94998.8900,10,6
2015,Other Agencies,EPA,Other Services,-2050.0000,1,1
2015,Other Agencies,Exec Office,C4ISR,18101.1700,2,2
2015,Other Agencies,Interior,"Other Facilities, Construction, Manufacturing and Testing",4500807.1500,143,118
2015,Other Agencies,Interior,Sea,1033385.3400,29,14
2015,Other Agencies,Labor,C4ISR,114533.3200,5,5
2015,Other Agencies,NATIONAL GALLERY OF ART,C4ISR,12670.0000,2,2
2015,Other Agencies,Transportation,Land,0.0000,2,2
2015,Other Agencies,Transportation,Other R&D and Knowledge Based,4203558.4500,5,3
2015,Other Agencies,VA,C4ISR,181325.9100,19,16
2015,Other Agencies,VA,Other Services,17600.0000,1,1
2015,State and IAP,State,Land,285952.8000,25,17
2015,Other Agencies,Transportation,"Other Facilities, Construction, Manufacturing and Testing",5661054.3500,11,5
2015,Other Agencies,Treasury,Other R&D and Knowledge Based,1148992.2800,6,3
2015,State and IAP,State,C4ISR,1880934.2000,132,100
2015,State and IAP,State,"Other Facilities, Construction, Manufacturing and Testing",11658106.0100,304,231
2014,Other Agencies,Agriculture,Air,64465.0000,1,1
2014,Other Agencies,Archives,Other Products,17070.8000,2,2
2014,Other Agencies,Commerce,Other Services,7000.0000,6,6
2014,Other Agencies,FEDERAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",60105.0000,2,2
2014,Other Agencies,Justice,Other Services,-87.7500,3,2
2014,Other Agencies,NUCLEAR REGULATORY COMMISSION,C4ISR,3821.1700,2,3
2014,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,462483.5500,9,8
2014,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",1834768.0300,56,51
2014,Other Agencies,VA,Other R&D and Knowledge Based,63187.0500,10,7
2014,Other Agencies,VA,Sea,23691.0000,2,1
2014,State and IAP,State,Other Products,362599.8300,70,48
2014,State and IAP,State,Other R&D and Knowledge Based,5029748.4300,91,56
2014,State and IAP,USAID,"Other Facilities, Construction, Manufacturing and Testing",-3500.0000,1,1
2015,Defense,Air Force,Air,47353209.6900,149,100
2015,Defense,Army,"Weapons, Ammunition and Missiles",58529646.5400,79,51
2015,Defense,DLA,"Weapons, Ammunition and Missiles",467209.8600,61,52
2015,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",394046.5900,12,12
2015,DHS,COAST GUARD,Other Products,245314.8400,23,23
2015,DHS,FEMA,C4ISR,-718.8200,3,3
2015,DHS,OPO,C4ISR,2094.0000,1,1
2015,DHS,Other DHS,C4ISR,1301652.0100,12,9
2015,NASA,NASA,C4ISR,161676.9800,32,30
2015,NASA,NASA,Space,218494.0000,11,5
2015,Other Agencies,Agriculture,Sea,20741.0200,1,1
2015,Other Agencies,HUD,"Other Facilities, Construction, Manufacturing and Testing",-11917.3800,3,3
2015,Other Agencies,Interior,Other Services,517374.0000,13,12
2015,Other Agencies,Justice,C4ISR,18911153.5500,67,56
2015,Other Agencies,Justice,Land,22121.8600,2,2
2015,Other Agencies,SMALL BUSINESS ADMINISTRATION,"Other Facilities, Construction, Manufacturing and Testing",52191.6700,1,1
2015,Other Agencies,Treasury,C4ISR,1345253.7800,23,19
2015,State and IAP,State,Other Services,2110628.8700,180,118
2015,Defense,Other DoD,Other Products,95680.8400,10,7
2015,Defense,Other DoD,Sea,1201700.0000,31,17
2015,DHS,CBP,"Other Facilities, Construction, Manufacturing and Testing",228111.3900,21,21
2015,DHS,COAST GUARD,Air,911715.8000,22,11
2015,DHS,COAST GUARD,"Weapons, Ammunition and Missiles",0.0000,1,1
2015,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",1006642.3400,41,63
2015,HHS,HHS,C4ISR,740340.6800,34,29
2015,HHS,HHS,Other Services,44283456.8300,16,12
2015,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",517029.2600,32,25
2015,NASA,NASA,Other Services,301473.5700,2,2
2015,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",51722.7200,104,10
2015,Other Agencies,Agriculture,Other Products,1006849.2900,14,11
2015,Other Agencies,Archives,"Other Facilities, Construction, Manufacturing and Testing",199931.6800,1,1
2015,Other Agencies,Commerce,"Other Facilities, Construction, Manufacturing and Testing",2220339.9400,77,72
2015,Other Agencies,EPA,"Other Facilities, Construction, Manufacturing and Testing",347560.6000,19,14
2015,Other Agencies,Justice,Other R&D and Knowledge Based,74725.8400,7,7
2015,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,C4ISR,7082.3800,3,2
2015,Other Agencies,Treasury,"Other Facilities, Construction, Manufacturing and Testing",377122.7000,30,25
2015,State and IAP,MILLENNIUM CHALLENGE CORPORATION,"Other Facilities, Construction, Manufacturing and Testing",239319.9000,3,2
2014,Other Agencies,Transportation,Other R&D and Knowledge Based,8057189.6400,11,10
2014,Other Agencies,Transportation,Sea,984000.0000,3,3
2014,State and IAP,State,Air,183549.8300,6,5
2014,State and IAP,State,Other Services,716292.6200,83,68
2014,State and IAP,USAID,C4ISR,8600.0000,1,1
2015,Defense,Air Force,Land,51385.0000,3,3
2015,Defense,MilitaryHealth,Other Products,42449.3200,2,2
2015,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",3026094.6900,155,126
2015,Defense,Navy,Sea,23110171.1200,149,104
2015,Defense,Other DoD,Air,-10514830.0100,115,99
2015,Defense,Other DoD,C4ISR,1233794.6100,117,112
2015,Defense,Other DoD,Land,0.0000,1,1
2015,DHS,CBP,C4ISR,342787.9100,16,9
2015,DHS,ICE,C4ISR,9470.9800,2,2
2015,GSA,GSA,Other R&D and Knowledge Based,-305.4100,1,2
2015,GSA,GSA,"Weapons, Ammunition and Missiles",0.0000,0,1
2015,HHS,HHS,"Other Facilities, Construction, Manufacturing and Testing",1752497.9300,62,61
2015,NASA,NASA,Other R&D and Knowledge Based,41035.0000,6,5
2015,Other Agencies,Archives,C4ISR,49411.0000,2,2
2015,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other R&D and Knowledge Based,478480.0000,9,4
2015,Other Agencies,Commerce,Other Services,27228.0000,8,6
2015,Other Agencies,NUCLEAR REGULATORY COMMISSION,C4ISR,70000.0000,3,1
2015,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",75250.9200,9,9
2015,State and IAP,MILLENNIUM CHALLENGE CORPORATION,Other R&D and Knowledge Based,-11063.4800,1,1
2015,Other Agencies,Archives,Other Products,17451.0000,1,1
2015,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,C4ISR,12575.1000,2,2
2015,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,Other R&D and Knowledge Based,13950.0000,1,1
2015,Other Agencies,HUD,C4ISR,20000.0000,2,1
2015,Other Agencies,Interior,C4ISR,7939414.6900,179,143
2015,Other Agencies,Interior,Land,95898.6800,7,7
2015,Other Agencies,Justice,Air,1450651.8300,7,5
2015,Other Agencies,Justice,Other Services,26518.0000,4,3
2015,Other Agencies,RAILROAD RETIREMENT BOARD,"Other Facilities, Construction, Manufacturing and Testing",5662.3200,1,1
2015,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other R&D and Knowledge Based,214690.4900,12,10
2015,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",1927125.5000,38,32
2015,State and IAP,State,Other Products,1511017.9400,43,34
2015,State and IAP,State,Other R&D and Knowledge Based,6791319.7600,151,107
2015,State and IAP,State,Sea,8749.0800,1,1
2015,State and IAP,USAID,Other R&D and Knowledge Based,77237.4400,6,4
2015,State and IAP,USAID,Other Services,-589759.5000,1,1
2014,Other Agencies,Interior,Other R&D and Knowledge Based,3272596.2200,91,70
2014,Other Agencies,Justice,"Weapons, Ammunition and Missiles",7779.7000,2,2
2014,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,C4ISR,12000.0000,1,1
2014,Other Agencies,VA,Other Products,2305866.4500,138,137
2014,State and IAP,State,"Other Facilities, Construction, Manufacturing and Testing",31612357.7800,291,219
2014,State and IAP,USAID,Other R&D and Knowledge Based,686.8900,4,3
2015,Defense,Air Force,"Other Facilities, Construction, Manufacturing and Testing",1580170.7300,49,42
2015,Defense,Army,C4ISR,36112247.4600,154,121
2015,Defense,Army,Other Services,7755.6900,3,3
2015,Defense,DLA,C4ISR,10412446.7400,345,307
2015,Defense,DLA,Other Services,86093.1000,1,1
2015,Defense,Navy,Air,38281714.5500,169,131
2015,Defense,Navy,Land,396026.5500,12,10
2015,GSA,GSA,Other Products,7506.0000,1,7
2015,HHS,HHS,NULL,-3362.4900,3,4
2015,Other Agencies,Agriculture,Air,24000.0000,1,2
2015,Other Agencies,Agriculture,"Other Facilities, Construction, Manufacturing and Testing",3081904.8900,149,130
2015,Other Agencies,All other Customers,C4ISR,1335909.5900,6,6
2015,Other Agencies,All other Customers,"Other Facilities, Construction, Manufacturing and Testing",0.0000,1,1
2015,Other Agencies,Commerce,Other R&D and Knowledge Based,108435.9500,30,27
2015,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,C4ISR,50578.8800,3,1
2015,Other Agencies,EPA,Other R&D and Knowledge Based,819740.1100,26,24
2015,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,325126.0000,7,5
2015,Other Agencies,Transportation,C4ISR,612114.9300,12,11
2015,Other Agencies,VA,Other Products,2283909.3900,126,128
2015,Other Agencies,VA,Other R&D and Knowledge Based,58937.8800,7,3
2012,Other Agencies,FEDERAL ELECTION COMMISSION,C4ISR,21299.0000,1,1
2012,Other Agencies,Labor,C4ISR,89792.4300,12,9
2012,Other Agencies,NUCLEAR REGULATORY COMMISSION,C4ISR,-294894.2800,2,2
2012,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,NULL,0.0000,1,1
2012,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,646899.9200,12,11
2012,Other Agencies,SMITHSONIAN INSTITUTION,Land,12000.0000,1,1
2012,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",2307896.1500,5983,100
2012,Other Agencies,VA,Other R&D and Knowledge Based,6750.0000,2,2
2012,State and IAP,MILLENNIUM CHALLENGE CORPORATION,"Other Facilities, Construction, Manufacturing and Testing",7821718.4900,13,6
2012,State and IAP,State,Other R&D and Knowledge Based,3479130.1100,62,48
2013,Defense,Air Force,Air,46852735.5729,127,91
2013,Defense,Army,"Weapons, Ammunition and Missiles",90257031.9573,91,55
2013,Defense,DLA,NULL,1635720.2197,16,13
2013,Defense,DLA,"Weapons, Ammunition and Missiles",632126.9783,27,25
2013,Defense,MilitaryHealth,"Other Facilities, Construction, Manufacturing and Testing",14350.0000,1,2
2013,Defense,Navy,Other Products,9634836.0323,56,47
2013,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",1362927.1351,22,22
2013,DHS,CBP,Air,43440.0000,1,1
2013,DHS,FEMA,C4ISR,89162.6800,4,4
2013,DHS,Other DHS,C4ISR,2088404.9000,14,14
2013,DHS,Other DHS,Land,6308.0000,2,2
2013,GSA,GSA,C4ISR,-587.6300,1,49
2013,HHS,HHS,Other Products,182743.7700,28,24
2013,NASA,NASA,C4ISR,2793907.0600,35,24
2013,NASA,NASA,Space,3700518.7200,7,1
